IUSA Number,Y2019,Y2020,Y2021,Company Name,Address,City,State,ZIP Code,Primary SIC Description
72-196-5574,1,1,1,Area 51 Bbq,4871 Clairton Blvd,Pittsburgh,PA,15236,Restaurants
72-196-5575,1,1,1,Panera Bread,5301 Grove Rd,Pittsburgh,PA,15236,Restaurants
72-212-9218,1,1,1,V3,4500 Butler St,Pittsburgh,PA,15201,Restaurants
72-216-3551,1,1,1,Omni Food Concepts Inc,90 Clairton Blvd # 9,Pittsburgh,PA,15236,Restaurants
72-216-3551,1,1,1,Omni Food Concepts Inc,90 Clairton Blvd # 9,Pittsburgh,PA,15236,
72-225-5789,0,0,1,Star K E LLC,148 N Euclid Ave,Pittsburgh,PA,15206,Restaurants
72-229-1411,1,1,1,Blaze Pizza,200 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Pizza
72-229-1411,1,1,1,Blaze Pizza,290 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Pizza
72-229-1464,1,1,1,Pizza 412,2080 Saw Mill Run Blvd,Pittsburgh,PA,15210,Pizza
72-229-1485,1,1,1,Gutbubs,292 Beverly Rd,Pittsburgh,PA,15216,Restaurants
72-229-1485,1,1,1,Gutbubs LLC,292 Beverly Rd,Pittsburgh,PA,15216,Restaurants
72-229-1496,1,1,1,Buckhead Saloon Pittsburgh,225 W Station Square Dr,Pittsburgh,PA,15219,Bars
72-229-1511,1,0,0,Ashanti LLC,1836 Centre Ave,Pittsburgh,PA,15219,Coffee Shops
72-229-1512,1,0,0,Pizza Bosa,112 Washington Pl,Pittsburgh,PA,15219,Restaurants
72-229-1528,1,1,1,Revel,242 Forbes Ave,Pittsburgh,PA,15222,Restaurants
72-229-1534,1,1,1,Milkshake Factory,314 5th Ave,Pittsburgh,PA,15222,Restaurants
72-229-1600,1,1,1,Sheetz,211 Mount Nebo Rd,Pittsburgh,PA,15237,Convenience Stores
72-232-5355,1,1,1,M & J Bistro,2017 E Carson St,Pittsburgh,PA,15203,Restaurants
72-232-5357,1,0,0,Asian Fusion Bowl,2767 E Carson St,Pittsburgh,PA,15203,Restaurants
72-232-5383,1,1,1,Social House Seven,123 7th St,Pittsburgh,PA,15222,Restaurants
72-235-3179,1,1,1,Peter Allen's Italian,613 Penn Ave,Pittsburgh,PA,15222,Restaurants
72-243-1410,1,1,1,Piada Italian Street Food,3600 Forbes Ave,Pittsburgh,PA,15213,Restaurants
72-243-8352,1,1,1,Jamba Juice,531 Grant St,Pittsburgh,PA,15219,Juice Bars
72-255-0692,1,1,1,Nr Gize Lifestyle Cafe,6425 Penn Ave,Pittsburgh,PA,15206,Juice Bars
72-255-0692,1,1,1,Nrgize,6425 Penn Ave,Pittsburgh,PA,15206,Juice Bars
72-255-3059,1,1,1,Matcon Diamond Inc,5030 Gloster St,Pittsburgh,PA,15207,Restaurants
72-255-3059,1,1,1,Matcon Diamond Inc,5030 Gloster St,Pittsburgh,PA,15207,Nonclassified Establishments
72-255-3065,1,1,1,Eddie V's Prime Seafood,501 Grant St # 100,Pittsburgh,PA,15219,Restaurants
72-255-3069,1,1,1,Homerun Gyro's Grill,807 Glass Run Rd,Pittsburgh,PA,15227,Restaurants
72-255-3074,1,1,0,Boba Tea Bar Inc,1000 Ross Park Mall Dr # N5,Pittsburgh,PA,15237,Restaurants
72-255-3074,1,1,0,Boba Tea Bar Inc,1000 Ross Park Mall Dr # N5,Pittsburgh,PA,15237,
72-257-6355,1,1,1,7 Senses Catering & Event Svc,531 N Homewood Ave,Pittsburgh,PA,15208,Caterers
72-258-1706,1,1,1,Gluten Free Goat,4905 Penn Ave,Pittsburgh,PA,15224,Nonclassified Establishments
72-258-1706,1,1,1,Gluten Free Goat,4905 Penn Ave,Pittsburgh,PA,15224,Restaurants
72-260-8504,1,1,1,First Watch Restaurant,5235 Clairton Blvd,Pittsburgh,PA,15236,Restaurants
72-266-3733,1,1,1,Sugar Cafe' LLC,1517 Potomac Ave,Pittsburgh,PA,15216,Restaurants
72-266-4005,1,1,1,Wanna Tee By Vee Inc,940 Brookline Blvd,Pittsburgh,PA,15226,Restaurants
72-266-4005,1,1,1,Wanna Tee By Vee Inc,940 Brookline Blvd,Pittsburgh,PA,15226,Nonclassified Establishments
72-266-5661,0,1,1,A Garb Restuarants Inc,5925 Baum Blvd,Pittsburgh,PA,15206,Restaurants
72-267-1931,1,1,1,Murman & O'Hara Co,2809 E Carson St,Pittsburgh,PA,15203,Restaurants
72-267-1931,1,1,1,Murman & O'Hara Co,2809 E Carson St,Pittsburgh,PA,15203,Nonclassified Establishments
72-267-2921,0,0,1,Pear & The Pickle,1800 Rialto St,Pittsburgh,PA,15212,Restaurants
72-271-6468,1,1,1,Naturoll Creamery,4318 Butler St,Pittsburgh,PA,15201,Ice Cream Parlors
72-271-6480,1,1,1,Noodlehead,242 S Highland Ave,Pittsburgh,PA,15206,Restaurants
72-271-6499,1,1,1,LA Prima Espresso Co,100 S Commons,Pittsburgh,PA,15212,Coffee Shops
72-271-6502,1,1,1,Corner Mercantile,472 Wood St,Pittsburgh,PA,15222,General Merchandise-Retail
72-271-6502,1,1,1,Corner Mercantile,472 Wood St,Pittsburgh,PA,15222,Restaurants
72-278-4963,1,1,1,Zeke's Coffee,6015 Penn Ave,Pittsburgh,PA,15206,Coffee Shops
72-279-4225,1,1,1,Senyai Thai Kitchen,5865 Ellsworth Ave,Pittsburgh,PA,15232,Restaurants
72-286-0716,1,1,1,Pittsburgh Premier Catering,4729 Ellsworth Ave,Pittsburgh,PA,15213,Caterers
72-293-1716,1,1,1,Starbucks,201 S Hills Vlg,Pittsburgh,PA,15241,Coffee Shops
72-299-8004,1,1,1,Primanti Bros,5491 Penn Ave,Pittsburgh,PA,15206,Restaurants
72-300-2582,1,1,1,Farm Fresh Deli,1000 Airport Blvd,Pittsburgh,PA,15231,Restaurants
72-300-7212,1,0,0,Las Palmas Pittsburgh,1616 Broadway Ave,Pittsburgh,PA,15216,Restaurants
72-303-5968,0,1,1,Sauces Wings Southside,301 E Carson St,Pittsburgh,PA,15219,Restaurants
72-307-3567,1,1,1,Earth Inspired Salads,611 William Penn Pl,Pittsburgh,PA,15219,Restaurants
72-307-8746,1,0,0,Pizzuvio,268 Forbes Ave,Pittsburgh,PA,15222,Restaurants
72-307-8748,1,1,1,Arby's,5189 Baum Blvd,Pittsburgh,PA,15224,Restaurants
72-311-1532,1,1,1,Subway,39 Walsh Rd,Pittsburgh,PA,15205,Restaurants
72-316-0910,1,1,1,Burgh'Ers,3601 Butler St,Pittsburgh,PA,15201,Restaurants
72-316-0910,1,1,1,Burgh'Ers Brewing,3601 Butler St,Pittsburgh,PA,15201,Restaurants
72-326-4698,1,0,0,Hub,114 Sterrett St # 27,Pittsburgh,PA,15205,Restaurants
72-327-2377,1,1,1,A Street Dumpster Rentals LLC,1927 Universal Rd,Pittsburgh,PA,15235,Garbage Collection
72-338-7730,1,0,0,Soul Speak Catering,2028 5th Ave,Pittsburgh,PA,15219,Caterers
72-341-0340,1,1,1,Needle & Pin,3271 W Liberty Ave,Pittsburgh,PA,15216,Restaurants
72-344-1860,1,1,0,Union Standard,545 William Pitt Way,Pittsburgh,PA,15238,Restaurants
72-344-1860,1,1,0,Union Standard,545 William Penn Pl,Pittsburgh,PA,15219,Restaurants
72-344-1867,1,1,1,Pizza Quatro,328 Curry Hollow Rd,Pittsburgh,PA,15236,Restaurants
72-344-1867,1,1,1,Quatro Pizza,328 Curry Hollow Rd,Pittsburgh,PA,15236,Restaurants
72-345-0699,1,1,0,Colony Cafe,6333 Howe St,Pittsburgh,PA,15206,Restaurants
72-345-0699,1,1,0,Colony Cafe,1125 Penn Ave # 1,Pittsburgh,PA,15222,Restaurants
72-348-4059,1,1,1,Kimberley Ashlee Catering,213 Bon Air Ave,Pittsburgh,PA,15210,Caterers
72-353-4386,1,1,1,15adegrees Fahrenheit Rolled,654 Washington Rd,Pittsburgh,PA,15228,Ice Cream Parlors
72-353-4521,1,1,1,Luv Grub,719 East St,Pittsburgh,PA,15212,Nonclassified Establishments
72-353-4521,1,1,1,Luv Grub,719 East St,Pittsburgh,PA,15212,Restaurants
72-357-3190,1,1,1,Great Escape Room,428 Forbes Ave # 1,Pittsburgh,PA,15219,Restaurants
72-361-9556,1,1,1,Sheetz,2871 Freeport Rd,Pittsburgh,PA,15238,Convenience Stores
72-364-4295,1,1,1,Pennsylvania Libations,2103 Penn Ave,Pittsburgh,PA,15222,Nonclassified Establishments
72-364-4295,1,1,1,Pennsylvania Libations,2103 Penn Ave,Pittsburgh,PA,15222,Liquors-Retail
72-365-5390,1,1,1,Ineffable Caphe,3920 Penn Ave,Pittsburgh,PA,15224,Nonclassified Establishments
72-365-5390,1,1,1,Ineffable Caphe,3920 Penn Ave,Pittsburgh,PA,15224,Restaurants
72-374-1751,1,1,1,Fareed LLC,3147 Banksville Rd,Pittsburgh,PA,15216,Restaurants
72-379-0103,1,1,1,Taco 3 LLC,971 Liberty Ave,Pittsburgh,PA,15222,Restaurants
72-384-4286,1,1,1,Chipotle Mexican Grill,4611 Forbes Ave,Pittsburgh,PA,15213,Restaurants
72-384-6437,1,1,1,Custom Banquet & Catering LLC,180 Gamma Dr,Pittsburgh,PA,15238,Caterers
72-384-9496,1,1,1,Mcknight Kitchen,4860 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
72-393-4314,1,1,0,Rosso Pizzeria,120 5th Ave,Pittsburgh,PA,15222,Restaurants
72-396-9619,0,1,1,15f Ice Cream,654 Washington Rd,Pittsburgh,PA,15228,Ice Cream Parlors
72-404-1854,1,1,1,Nicky's Thai Kitchen,1026 Mount Nebo Rd,Pittsburgh,PA,15237,Restaurants
72-405-5526,1,1,1,Big Shot Bob's South Side,1324 E Carson St,Pittsburgh,PA,15203,Restaurants
72-405-5526,1,1,1,Big Shot Bob's Southside LLC,1324 E Carson St,Pittsburgh,PA,15203,Nonclassified Establishments
72-411-9997,1,1,1,LA Scuola D Italia Galile,401 Shady Ave,Pittsburgh,PA,15206,Restaurants
72-419-0338,1,1,1,Spice Affair Indian Cuisine,8 Brilliant Ave,Pittsburgh,PA,15215,Restaurants
72-433-0864,1,1,1,Thai & Noodle Outlet,5813 Forbes Ave,Pittsburgh,PA,15217,Restaurants
72-433-0871,1,1,1,Bassett Home Furnishings,8003 Mcknight Rd,Pittsburgh,PA,15237,Furniture-Dealers-Retail
72-442-8205,1,1,1,Talia Cucina & Rosticceria,425 6th Ave,Pittsburgh,PA,15219,Restaurants
72-454-4977,1,1,1,Restaurant Web Design Caf,100 Art Rooney Ave,Pittsburgh,PA,15212,Restaurants
72-454-4977,1,1,1,Restaurant Web Design Cafe,100 Art Rooney Ave,Pittsburgh,PA,15212,Website Design Service
72-457-9539,1,0,1,Starbucks,1001 Liberty Ave # 6,Pittsburgh,PA,15222,Coffee Shops
72-457-9580,1,1,1,Starbucks,600 Chauvet Dr,Pittsburgh,PA,15275,Coffee Shops
72-457-9682,1,0,0,Pizza Hut Express,3719 Terrace St,Pittsburgh,PA,15261,Pizza
72-457-9921,1,1,1,Pizza Hut Express,4801 Mcknight Rd,Pittsburgh,PA,15237,Pizza
72-458-0156,1,1,1,Burger King,647 Smithfield St,Pittsburgh,PA,15222,Restaurants
72-458-0201,1,1,1,Starbucks,6231 Penn Ave,Pittsburgh,PA,15206,Coffee Shops
72-458-0392,1,1,0,Pizza Hut Express,6231 Penn Ave,Pittsburgh,PA,15206,Pizza
72-458-5974,1,1,1,Starbucks,1000 Airport Blvd,Pittsburgh,PA,15231,Coffee Shops
72-458-6211,1,1,1,Pizza Hut Express,201 S Hills Vlg,Pittsburgh,PA,15241,Pizza
72-458-9406,1,1,1,Starbucks,5550 Centre Ave,Pittsburgh,PA,15232,Coffee Shops
72-458-9695,1,1,1,Starbucks,100 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Coffee Shops
72-459-7792,1,1,1,Starbucks,200 Lothrop St,Pittsburgh,PA,15213,Coffee Shops
72-460-7036,1,1,1,Turkish Grille,272 Melwood Ave,Pittsburgh,PA,15213,Restaurants
72-460-7036,1,1,1,Turkish Grille,4632 Centre Ave,Pittsburgh,PA,15213,Restaurants
72-460-7073,1,1,1,North Bark LLC,5439 Babcock Blvd,Pittsburgh,PA,15237,Restaurants
72-460-7073,1,1,1,North Bark LLC,5439 Babcock Blvd,Pittsburgh,PA,15237,Nonclassified Establishments
72-462-3774,1,1,1,Pizza Hut Express,2661 Freeport Rd,Pittsburgh,PA,15238,Pizza
72-462-7489,1,1,1,Bull River Taco,4849 Clairton Blvd,Pittsburgh,PA,15227,Restaurants
72-462-7489,1,1,1,Bull River Taco,4849 Clairton Blvd,Pittsburgh,PA,15236,Restaurants
72-473-3989,1,1,0,Sitar Co,9600 Perry Hwy,Pittsburgh,PA,15237,Restaurants
72-488-2694,1,1,1,Hug Thai Restaurant,472 44th St,Pittsburgh,PA,15201,Restaurants
72-492-9736,1,1,0,Core Life Eatery,8009 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
72-496-3359,1,0,0,Catering Outside The Box,9120 Plateau Dr,Pittsburgh,PA,15237,Caterers
72-504-8935,0,0,1,Milk Shake Factory,1705 E Carson St # 4,Pittsburgh,PA,15203,Restaurants
72-505-6547,1,1,1,Starbucks,808 Ridge Ave,Pittsburgh,PA,15212,Coffee Shops
72-508-2019,1,0,0,Pizza Hut Express,600 Chauvet Dr,Pittsburgh,PA,15275,Pizza
72-513-3855,1,1,1,Condado Tacos,971 Liberty Ave,Pittsburgh,PA,15222,Restaurants
72-513-4776,1,1,1,City Works Eatery & Pour House,2 Ppg Pl # 11,Pittsburgh,PA,15222,Restaurants
72-513-4776,1,1,1,City Works-Pittsburgh,2 Ppg Pl # 11,Pittsburgh,PA,15222,Restaurants
72-513-4778,1,1,1,Arriviste Coffee Bar,5730 Ellsworth Ave,Pittsburgh,PA,15232,Coffee Shops
72-513-4788,1,1,1,California Coffee Bar,3619 California Ave,Pittsburgh,PA,15212,Coffee Shops
72-513-8299,1,1,1,Main Event Entertainment,200 Quinn Dr,Pittsburgh,PA,15275,Video Games
72-513-8302,1,0,0,Le Lyonnais,947 Penn Ave,Pittsburgh,PA,15222,Restaurants
72-513-8304,1,0,0,Joe & Pie Cafe Pizzeria,2928 W Liberty Ave,Pittsburgh,PA,15216,Restaurants
72-517-1044,1,1,1,Suluv Deli & Grocery,1303 Brownsville Rd,Pittsburgh,PA,15210,Grocers-Retail
72-519-4448,1,1,1,Pizza Forever,5439 Babcock Blvd,Pittsburgh,PA,15237,Restaurants
72-519-4448,1,1,1,Pizza Forever,5439 Babcock Blvd,Pittsburgh,PA,15237,Foods-Carry Out
72-523-4729,1,1,1,Yuzu Kitchen,409 Wood St,Pittsburgh,PA,15222,Restaurants
72-525-0202,1,1,1,Baskin-Robbins,145 Mcmurray Rd # B,Pittsburgh,PA,15241,Ice Cream Parlors
72-525-0202,1,1,1,Baskin-Robbins,145 Mcmurray Rd,Pittsburgh,PA,15241,Ice Cream Parlors
72-527-6242,1,1,1,Old Mexico,5321 Clairton Blvd,Pittsburgh,PA,15236,Restaurants
72-534-4389,1,1,1,Jerrys Pizzeria,2443 Wylie Ave,Pittsburgh,PA,15219,Restaurants
72-542-1413,1,1,1,Bae Bae's Kitchen,951 Liberty Ave,Pittsburgh,PA,15222,Restaurants
72-542-1413,1,1,1,Bae Bae's Kitchen,951 Liberty Ave,Pittsburgh,PA,15222,Kitchen Cabinets & Equipment-Household
72-556-6188,1,1,1,Chick-Fil-A,7451 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
72-559-5619,1,1,1,Common Plea Restaurant,3700 Liberty Ave,Pittsburgh,PA,15201,Restaurants
72-560-1096,1,1,1,Starbucks,301 S Hills Vlg,Pittsburgh,PA,15241,Coffee Shops
72-561-6725,1,1,1,Nobby's Pizza,373 Vanadium Rd # 101,Pittsburgh,PA,15243,Pizza
72-565-6491,0,1,1,Big Dog Cafe,3920 Penn Ave,Pittsburgh,PA,15224,Restaurants
72-583-3606,1,1,0,Soul & Sea,10718 Frankstown Rd,Pittsburgh,PA,15235,Restaurants
72-593-6831,1,1,1,Honeygrow,105 S Highland Ave,Pittsburgh,PA,15206,Restaurants
72-594-8338,0,1,1,Relish,330 Pearl St,Pittsburgh,PA,15224,Restaurants
72-595-7072,1,1,1,Mt Everest Sushi,128 Oakland Ave,Pittsburgh,PA,15213,Restaurants
72-596-5223,1,1,0,Burger King,Univ Of,Pittsburgh,PA,15261,Restaurants
72-603-9599,1,1,1,Sweet Panda LLC,114 S 23rd St,Pittsburgh,PA,15203,Restaurants
72-611-0495,1,1,1,Cinnabon,1000 Airport Blvd,Pittsburgh,PA,15231,Bakers-Retail
72-617-7674,0,1,1,Dj's On 18th,149 S 18th St,Pittsburgh,PA,15203,Bars
72-617-7701,1,1,1,Texas Roadhouse,3466 William Penn Hwy,Pittsburgh,PA,15235,Restaurants
72-620-6178,0,0,1,Ribbon Inc,400 Poplar St,Pittsburgh,PA,15223,Restaurants
72-621-4445,1,1,1,Unplanned Comedy,5601 Butler St,Pittsburgh,PA,15201,Comedy Clubs
72-621-4445,1,1,1,Unplanned Comedy,5601 Butler St,Pittsburgh,PA,15201,Nonclassified Establishments
72-623-4558,1,0,0,Hiltons Lounge,607 S Braddock Ave,Pittsburgh,PA,15221,Restaurants
72-625-2082,1,1,1,Local Bar + Kitchen,1515 E Carson St,Pittsburgh,PA,15203,Restaurants
72-625-2101,1,1,1,Mike Ditka's Restaurant,2 Pennsylvania Ave,Pittsburgh,PA,15205,Restaurants
72-627-5104,1,1,1,Badamo's Pizza,1106 Federal St,Pittsburgh,PA,15212,Restaurants
72-629-6062,1,1,0,Meat Here Bbq,346 Atwood St,Pittsburgh,PA,15213,Caterers
72-639-0820,1,1,0,Jason's Deli,6300 Northway Dr,Pittsburgh,PA,15237,Restaurants
72-696-9227,1,1,1,Delallos Cafe,91 Fort Couch Rd,Pittsburgh,PA,15241,Restaurants
72-791-3687,1,1,1,Subway,6022 Penn Ave,Pittsburgh,PA,15206,Restaurants
72-791-3687,1,1,1,Sunny & Nikhil Inc,6022 Penn Ave,Pittsburgh,PA,15206,Restaurants
72-791-3690,1,1,1,Coffee Etc,3754 Willow Ave,Pittsburgh,PA,15234,Coffee Shops
72-819-5696,1,1,1,Chick-Fil-A,600 Forbes Ave,Pittsburgh,PA,15219,Restaurants
72-820-1787,1,1,1,Goodyhouse Chocolate Co,1503 E Carson St,Pittsburgh,PA,15203,Ice Cream Parlors
72-853-9764,1,1,1,Asian Nepali Restaurant,2122 Brownsville Rd,Pittsburgh,PA,15210,Restaurants
72-857-3749,1,1,1,Box Lunch,1390 Robinson Center Dr,Pittsburgh,PA,15205,Retail Shops
72-896-5100,1,1,1,Genji,5880 Centre Ave,Pittsburgh,PA,15206,Restaurants
72-900-6186,1,1,1,Dunkin',2065 Ardmore Blvd,Pittsburgh,PA,15221,Doughnuts
72-904-0073,1,0,0,Coca Cafe,3811 Butler St # 5,Pittsburgh,PA,15201,Restaurants
72-915-6335,1,1,1,Everyday Cafe,532 N Homewood Ave,Pittsburgh,PA,15208,Restaurants
72-915-6335,1,1,1,Everyday Cafe,532 N Homewood Ave,Pittsburgh,PA,15208,
72-968-6952,1,1,1,Grounded Cafe & Beanery LLC,7 Parkway Ctr,Pittsburgh,PA,15220,Restaurants
72-972-5296,0,2,2,Ki Pollo,4407 Butler St,Pittsburgh,PA,15201,Restaurants
72-972-5305,1,1,1,Insomnia Banquet Hall Corp,810 Brookline Blvd,Pittsburgh,PA,15226,Caterers
72-972-5305,1,1,1,Insomnia Banquet Hall Corp,810 Brookline Blvd,Pittsburgh,PA,15226,
72-999-1922,0,1,0,Olive Oil's Pizzeria,930 Brookline Blvd,Pittsburgh,PA,15226,Pizza
73-080-3934,1,1,1,Edible Arrangements,1001 Liberty Ave # 3,Pittsburgh,PA,15222,Fruit Baskets-Gift
73-080-3938,1,1,1,Piada Group LLC,6296 Northway Mall Dr,Pittsburgh,PA,15237,Nonclassified Establishments
73-080-3938,1,1,1,Piada Italian Street Food,6296 Northway Mall Dr,Pittsburgh,PA,15237,Restaurants
73-081-9115,0,0,1,Casbah El Grande Industries,229 S Highland Ave,Pittsburgh,PA,15206,Restaurants
73-085-8374,1,1,1,Getgo Gas Sta & Wetgo Car Wash,3601 Saw Mill Run Blvd,Pittsburgh,PA,15227,Convenience Stores
73-085-8374,1,1,1,Getgo Gas Sta + Wetgo Carwash,3601 Saw Mill Run Blvd,Pittsburgh,PA,15227,Convenience Stores
73-099-2012,1,0,0,Hotel Indigo,331 Technology Dr,Pittsburgh,PA,15219,Hotels & Motels
73-100-0333,1,1,1,Vic Fortunato & Co,735 Brownsville Rd,Pittsburgh,PA,15210,Caterers
73-102-3723,0,1,1,Smithfield Oliver Partners LP,350 Olive St,Pittsburgh,PA,15237,Restaurants
73-103-7927,1,1,1,Simple Greek,431 Market St,Pittsburgh,PA,15222,Restaurants
73-103-9729,1,1,1,Cinderlands,3705 Butler St,Pittsburgh,PA,15201,Restaurants
73-103-9729,1,1,1,Cinderlands Foederhouse,3705 Butler St,Pittsburgh,PA,15201,Restaurants
73-108-0477,1,1,1,Muddy Cup,1412 Potomac Ave,Pittsburgh,PA,15216,Coffee Shops
73-108-0477,1,1,1,Muddy Cup,1412 Potomac Ave,Pittsburgh,PA,15216,Nonclassified Establishments
73-109-9409,0,1,1,Box Lunch,301 S Hills Vlg,Pittsburgh,PA,15241,Retail Shops
73-138-8258,1,1,1,Tswirl Crepes,1714 Murray Ave,Pittsburgh,PA,15217,Restaurants
73-149-0805,1,1,1,Taco Bell,880 Butler St # 1,Pittsburgh,PA,15223,Restaurants
73-159-3643,1,1,0,Spilly's Barbeque,4871 Clairton Blvd,Pittsburgh,PA,15236,Restaurants
73-159-3643,1,1,0,Spilly's Barbeque,4871 Clairton Blvd,Pittsburgh,PA,15236,
73-177-3694,0,1,1,Garbarino's Restaurants,5925 Baum Blvd,Pittsburgh,PA,15206,Restaurants
73-186-6334,1,1,1,Deep Sea Drinkery,245 7th St,Pittsburgh,PA,15222,Restaurants
73-203-3291,2,2,2,Ki Ramen,4401 Butler St,Pittsburgh,PA,15201,Restaurants
73-208-5290,0,1,1,Millie's Homemade LLC Homemade,246 Forbes Ave,Pittsburgh,PA,15222,Restaurants
73-208-5301,2,2,2,KAZI Automotive,625 W Warrington Ave,Pittsburgh,PA,15226,Automobile Repairing & Service
73-208-5301,2,2,2,KAZI Automotive,625 W Warrington Ave,Pittsburgh,PA,15226,Restaurants
73-222-3752,1,1,1,Dragon Palace,1714 Main St,Pittsburgh,PA,15215,Restaurants
73-222-3752,1,1,1,Dragon Palace,1714 Main St,Pittsburgh,PA,15215,
73-224-7854,1,1,1,Wholesome International,180 Fort Couch Rd # 150,Pittsburgh,PA,15241,Restaurants
73-309-6020,1,0,1,Espresso Amano,1506 E Carson St,Pittsburgh,PA,15203,Coffee Shops
73-309-6024,1,0,0,Pad Thai Noodle,4770 Liberty Ave,Pittsburgh,PA,15224,Restaurants
73-316-8412,0,1,1,Wahlburgers,6242 Northway Dr,Pittsburgh,PA,15237,Restaurants
73-338-9420,1,1,1,Panda Express,1028 Freeport Rd,Pittsburgh,PA,15238,Restaurants
73-347-4206,1,1,1,Pizza LLC,1105 Bower Hill Rd,Pittsburgh,PA,15243,Restaurants
73-388-2258,1,1,1,Burn By Rocky Patel,346 N Shore Dr,Pittsburgh,PA,15212,Cigar Cigarette & Tobacco Dealers-Retail
73-388-2258,1,1,1,Burn By Rocky Patel,346 N Shore Dr,Pittsburgh,PA,15212,Nonclassified Establishments
73-396-6437,1,1,1,Panda Express,202 Robinson Center Dr,Pittsburgh,PA,15205,Restaurants
73-400-0438,1,1,1,Clean Juice Bar,5829 Penn Ave,Pittsburgh,PA,15206,Juice Bars
73-400-0438,1,1,1,Clean Juice East Liberty,5829 Penn Ave,Pittsburgh,PA,15206,Juices-Retail
73-402-1250,1,1,1,Salud Oakland Juicery,3400 5th Ave,Pittsburgh,PA,15213,Juice Bars
73-403-9262,1,1,1,Taco Bell,2603 Freeport Rd,Natrona Heights,PA,15065,Restaurants
73-403-9262,1,1,1,Taco Bell,2603 Freeport Rd,Pittsburgh,PA,15238,Restaurants
73-405-1922,1,1,1,Millies Homemade LLC,6901 Lynn Way,Pittsburgh,PA,15208,Ice Cream Parlors
73-417-8113,1,1,1,Ikea Pittsburgh Restaurant,2001 Park Manor Blvd,Pittsburgh,PA,15205,Restaurants
73-424-6108,1,1,1,Villa Fresh Italian Kitchen,1000 Robinson Mall Dr,Pittsburgh,PA,15205,Restaurants
73-426-4589,1,0,0,Menchie's Frozen Yogurt,6168 Centre Ave,Pittsburgh,PA,15206,Yogurt
73-431-9985,1,1,0,Blaze Pizza,290 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Pizza
73-432-1389,0,0,1,Maher Duessel,3 Gateway Ctr,Pittsburgh,PA,15222,Restaurants
73-435-1644,0,1,1,Steel Cactus,1000 Airport Blvd,Pittsburgh,PA,15231,Restaurants
73-446-2322,1,1,1,Divine Delectables,2144 Ardmore Blvd # 1fl,Pittsburgh,PA,15221,Restaurants
73-446-2322,1,1,1,Divine Delectables,2144 Ardmore Blvd # 1fl,Pittsburgh,PA,15221,Nonclassified Establishments
73-446-2342,0,1,1,Jlrb Storm,5001 Curry Rd,Pittsburgh,PA,15236,Restaurants
73-451-6485,1,1,1,Bird On The Run,128 S Highland Ave,Pittsburgh,PA,15206,Restaurants
73-451-6485,1,1,1,Bird On The Run,128 S Highland Ave,Pittsburgh,PA,15206,Nonclassified Establishments
73-451-6486,1,1,1,Soul Food Restaurant On,7302 Hamilton Ave,Pittsburgh,PA,15208,Restaurants
73-451-6486,1,1,1,Soul Food Resturant On,7302 Hamilton Ave,Pittsburgh,PA,15208,Restaurants
73-451-6488,0,1,1,Istanbul Eatery,1103 S Braddock Ave,Pittsburgh,PA,15218,Restaurants
73-451-6490,0,1,1,Local Craft Kitchen & Bar,1000 Airport Blvd,Pittsburgh,PA,15231,Crafts
73-455-4079,1,0,0,LA Felice Pizzeria,5886 Forbes Ave,Pittsburgh,PA,15217,Restaurants
73-455-4080,1,1,1,Texas Roadhouse,511 Clairton Blvd,Pittsburgh,PA,15236,Restaurants
73-455-4080,1,1,1,Texas Roadhouse,511 Clairton Blvd,Pleasant Hills,PA,15236,Restaurants
73-470-8806,1,1,1,Atrias Hand Crafted Catering,2627 Penn Ave,Pittsburgh,PA,15222,Caterers
73-480-0309,1,1,1,Nopal LLC,2224 E Carson St,Pittsburgh,PA,15203,Restaurants
73-481-6446,1,1,0,Navigator Inc,300 Heinz St,Pittsburgh,PA,15212,Nonclassified Establishments
73-481-6446,1,1,0,Navigator Inc,300 Heinz St,Pittsburgh,PA,15212,
73-486-0003,0,0,1,Coughlin's Law Kitchen-Ale Hse,10 Virginia Ave,Pittsburgh,PA,15211,Restaurants
73-488-8235,1,1,0,Pizza Pauls,1022 5th Ave,Pittsburgh,PA,15219,Restaurants
73-488-8236,1,1,1,AC Hotel By Marriott,1126 Smallman St,Pittsburgh,PA,15222,Hotels & Motels
73-491-1293,1,1,1,Jdc Forbes,310 Forbes Ave,Pittsburgh,PA,15222,Restaurants
73-493-0346,1,1,1,Roost,242 Forbes Ave,Pittsburgh,PA,15222,Event Centers
73-493-0346,1,1,1,Roost,242 Forbes Ave # 2,Pittsburgh,PA,15222,Restaurants
73-497-4144,0,1,1,Fogo De Chao,350 Olive St,Pittsburgh,PA,15237,Restaurants
73-513-6556,1,1,1,C & D Kitchen,5009 2nd Ave,Pittsburgh,PA,15207,Kitchen Cabinets & Equipment-Household
73-534-3933,1,1,1,Poulet Bleu,3517 Butler St,Pittsburgh,PA,15201,Restaurants
